ID_CLIENTE,SAFRA_REF,PROBABILIDADE_INADIMPLENCIA
5058298901476893676,2021-07,0.07895287719866227
274692171162531764,2021-07,0.005737672959149448
274692171162531764,2021-07,0.005737672959149448
274692171162531764,2021-07,0.007597233245402581
465309249432033993,2021-07,0.025867340686169936
465309249432033993,2021-07,0.021904402469444407
465309249432033993,2021-07,0.028974427472157317
465309249432033993,2021-07,0.03486459070762548
5883155883105348987,2021-07,0.035023438665267165
5883155883105348987,2021-07,0.033525701906226266
4489904752023469353,2021-07,0.1134964700072835
3355881107559250653,2021-07,0.023796820817930123
3355881107559250653,2021-07,0.014824784452436953
3355881107559250653,2021-07,0.017641028695431195
3355881107559250653,2021-07,0.05246628262636835
3355881107559250653,2021-07,0.038981395599817406
3355881107559250653,2021-07,0.012876578040856351
3355881107559250653,2021-07,0.014824784452436953
6330043096034525408,2021-07,0.08726919465871673
6330043096034525408,2021-07,0.11166674728358059
6964108750473070287,2021-07,0.005609216601107342
6964108750473070287,2021-07,0.011620331607884395
6964108750473070287,2021-07,0.005312922193181198
6964108750473070287,2021-07,0.007630564302380898
6964108750473070287,2021-07,0.007166553717886329
6964108750473070287,2021-07,0.005490124588634031
6964108750473070287,2021-07,0.005490124588634031
6964108750473070287,2021-07,0.005630564302380898
6964108750473070287,2021-07,0.005468776887360473
6964108750473070287,2021-07,0.005630564302380898
6964108750473070287,2021-07,0.005312922193181198
6964108750473070287,2021-07,0.005166553717886329
6964108750473070287,2021-07,0.005737549788774894
6964108750473070287,2021-07,0.005490124588634031
6964108750473070287,2021-07,0.007349684874887163
6964108750473070287,2021-07,0.011620331607884395
4008627434689715639,2021-07,0.2826473322578358
4008627434689715639,2021-07,0.24516819529179498
4008627434689715639,2021-07,0.21774271280296392
5757271354816214865,2021-07,0.4645942496663288
5757271354816214865,2021-07,0.6118736138408488
5757271354816214865,2021-07,0.474391583852843
5757271354816214865,2021-07,0.4705263585340983
5757271354816214865,2021-07,0.46675941103569596
5757271354816214865,2021-07,0.44856947790284624
5757271354816214865,2021-07,0.44121012333010096
5757271354816214865,2021-07,0.45776898304362773
5757271354816214865,2021-07,0.4564615264427658
5757271354816214865,2021-07,0.485412323270011
5757271354816214865,2021-07,0.5114938719083887
5757271354816214865,2021-07,0.6165581394710985
5757271354816214865,2021-07,0.44746389583997154
5757271354816214865,2021-07,0.4564615264427658
5757271354816214865,2021-07,0.4564615264427658
8909740532547211288,2021-07,0.009314003566889613
8909740532547211288,2021-07,0.009314003566889613
8909740532547211288,2021-07,0.0037004880055004213
4045739494965095560,2021-07,0.005105663879930687
4045739494965095560,2021-07,0.005105663879930687
4045739494965095560,2021-07,0.00917248247943433
6759864637454708017,2021-07,0.019759335988434313
6759864637454708017,2021-07,0.025305018783478534
6759864637454708017,2021-07,0.02709757585946491
6759864637454708017,2021-07,0.02203147957919821
